nm_place,type_place
华祥苑茗茶(回龙观店),其他休闲场馆
华祥苑茗茶(华祥苑名茶桥湾店),酒吧茶馆
华祥苑茗茶(国际茶城店),酒吧茶馆
华祥苑茗茶(国奥村店),酒吧茶馆
华祥苑茗茶(广渠门店),酒吧茶馆
华祥苑茗茶(福建大厦店),酒吧茶馆
华祥苑茗茶(东花市大街店),酒吧茶馆
华祥苑茗茶(大成郡店),酒吧茶馆
华祥苑茗茶(车公庄店),酒吧茶馆
华祥苑茗茶(朝阳门昆泰店),酒吧茶馆
华祥苑茗茶(昌平北七家店),酒吧茶馆
华祥苑茗茶(北京月坛店),酒吧茶馆
华祥苑茗茶(北京万达店),酒吧茶馆
华祥苑茗茶(安泰店),酒吧茶馆
华祥苑国缤茶(厦航嘉年华店),酒吧茶馆
华祥苑茶文化交流品鉴中心,酒吧茶馆
华祥苑茶馆(经海路店),酒吧茶馆
华祥苑茶仓,酒吧茶馆
华祥苑·茶室(天竺店),酒吧茶馆
华祥苑·茶馆·会议(黄村店),酒吧茶馆
华祥苑(北京市副中心行政办公区店),酒吧茶馆
华祥苑,酒吧茶馆
华香草莓采摘园,其他休闲场馆
华夏优购物电销中心,综合商场
华夏优购物电销中心,综合商场
华夏影剧院-安贞环宇荟店,剧场
华夏影城(环宇荟店),电影院
华夏影城（安贞环宇荟）,电影院
华夏幸福大学,学校
华夏幸福创新中心·特色商街,综合商场
华夏幸福创新中心,写字楼
华夏醒狮足球俱乐部(2020网络媒体足球精英赛场地),体育俱乐部
华夏武道馆,其他体育场馆
华夏文化大厦,写字楼
华夏文创园,产业园区
华夏天合国际影剧院,剧场
华夏天合国际影城,电影院
华夏商城,综合商场
华夏融武·舞文化艺术运动馆,其他体育场馆
华夏青少年艺术发展中心,培训机构
华夏魔术城(暂停营业),剧场
华夏魔术城,其他演出场馆
华夏精武跆拳道(国泰良辰百货店),其他体育场馆
华夏环科技术培训中心,培训机构
华夏好宝妈产后月嫂服务中心,其他休闲场馆
华夏风云跆拳道,其他体育场馆
华夏电影,电影院
华熙五棵松妙趣街,集市市场
华熙生态采摘园,其他休闲场馆
华熙商场,综合商场
华熙国际中心,写字楼
华熙艾尚轮滑·平衡车·滑板公园,其他体育场馆
华熙LIVE中央广场,综合商场
华熙LIVE冰上中心,其他体育场馆
华熙LIVE冰上中心,培训机构
华熙LIVE(五棵松店),综合商场
华熙LIVE·冰上中心,其他体育场馆
华熙LIVE(五棵松店),综合商场
华熙LIVE hi-up,综合商场
华熙LIVE(五棵松店),综合商场
华熙LIVE(五棵松店),综合商场
华武英雄会馆(昌平区小汤山分店),其他体育场馆
华武英雄功夫会馆,其他体育场馆
华武功夫俱乐部,体育俱乐部
华文足球俱乐部(华文学院店),体育俱乐部
华文足球俱乐部(海淀公园区),体育俱乐部
华文出书网,书店
华为授权体验店(朝阳大悦城店),其他零售商店
华为北京研究所M园区,产业园区
华为北京研究所L05园区,产业园区
华伟农家院,其他休闲场馆
华威约饭街,综合商场
华威商场,综合商场
华威潮铺街,综合商场
华通艺术园区(小堡西街),产业园区
华通工业园区,产业园区
华田采摘园,其他休闲场馆
华天大厦,写字楼
华体天坛体育活动中心综合训练馆(暂停营业),其他体育场馆
华腾世纪总部公园,产业园区
华腾棋牌会所24小时,其他休闲场馆
华烁鑫棋牌(角门店),其他休闲场馆
华烁鑫棋牌,其他休闲场馆
华烁仙游戏体验中心(万优汇店),其他休闲场馆
华顺恒通百货,综合商场
华顺德游泳馆,其他体育场馆
华世博际俱乐部,体育俱乐部
华盛堂跆拳道,其他体育场馆
华盛健身游泳中心,其他体育场馆
华声戏楼,剧场
华声天桥民俗文化园,集市市场
华声天桥民俗大舞台,剧场
华声天桥,产业园区
华声国家大厦,写字楼
华声国际大厦,写字楼
华声国际大厦,写字楼
华申台球(回龙观西大街),其他体育场馆
华裳影视服装厂,电影院
华尚金泰广场,综合商场
华尚产业园,产业园区
华商孵化器众创空间,产业园区
华商创意中心,产业园区
华商产业园,产业园区
华商草莓采摘园,其他休闲场馆
华膳园文化传媒产业园D座,产业园区
华膳园文化传媒产业园B座,产业园区
华润万象汇,综合商场
华润双鹤(北京)工业园,产业园区
华润生命科学园,产业园区
华瑞会计培训中心,培训机构
华锐足球基地,其他体育场馆
华荣商场,综合商场
华荣居采摘园,其他休闲场馆
华日商务花园,产业园区
华人之光羽毛球训练馆四季青校区,其他体育场馆
华人之光羽毛球训练馆,其他体育场馆
华人之光羽毛球培训(中塔校区)(暂停营业),其他体育场馆
华人天下篮球馆,其他体育场馆
华人巨擘商业文化园(马泉营村路),产业园区
华人创业科技园,产业园区
华清温泉宾馆游泳馆,其他体育场馆
华清温泉宾馆-健身房,其他体育场馆
华清健身俱乐部,体育俱乐部
华清嘉园,住宅楼
华侨大厦-健身房,其他体育场馆
北京欢乐谷·华侨城大剧院,剧场
北京欢乐谷·华侨城大剧院,剧场
华侨城·大剧院(暂停营业),剧场
华侨城·大剧院,剧场
华强健身(昌平中心公园店),其他体育场馆
华麒乒乓,其他体育场馆
华普航空发动机培训中心,培训机构
华普大厦,写字楼
华普大厦,写字楼
华能集团公司培训中心,培训机构
华睦生活广场,综合商场
华美书琅(良乡店),书店
华美书店(丽园店),书店
华美书店(房山店),书店
华美教育书店(黄村西大街店),书店
华美国际影城(旧宫永辉店),电影院
华美共好线上商城旗舰店,综合商场
华美达酒店,酒吧茶馆
华懋仑,产业园区
华贸天地篮羽培训中心,培训机构
华贸天地,综合商场
华贸商务楼,写字楼
华贸丽思卡尔顿酒店游泳池,其他体育场馆
华贸购物中心东区(华贸购物中心店),综合商场
华贸购物中心,综合商场
华贸购物中心,综合商场
华茂四季农业科技标准化示范基地,产业园区
华茂商务楼,写字楼
华茂绿线休闲园,游园
华旅酒店管理培训中心,培训机构
华路宝贝月嫂中心,其他休闲场馆
华龙汇台球棋牌,其他休闲场馆
华联种植园,其他休闲场馆
华联影院(回龙观店),电影院
华联影院(公益西桥店),电影院
华联影城(肖家河店),电影院
华联影城(万柳店),电影院
华联影城(通州店),电影院
华联影城(上地店),电影院
华联影城(平谷店),电影院
华联商厦购物广场,综合商场
华联商厦(学院路店),综合商场
华联商厦(石景山店),综合商场
华联力宝购物中心,综合商场
华联咖世家(水晶广场店),综合商场
华联精品超市服务中心,综合商场
华联精品超市服务中心,综合商场
华联购物中心服务台,综合商场
华联购物中心(政府路店),综合商场
华联购物中心(文丽娟店),综合商场
华联购物中心(太海路店),综合商场
华联购物中心(市场店),综合商场
华联购物中心(桥头营东路店),综合商场
华联购物中心(棉辛路店),综合商场
华联购物中心(凯旋大街店),综合商场
华联购物中心(富力又一城店),综合商场
华联购物中心(复兴路店),综合商场
华联购物中心(东坝店),综合商场
华联购物中心(大皮营店),综合商场
华联购物中心(大富庄路店),综合商场
华联购物中心,综合商场
华联购物广场,综合商场
华丽汇(辽宁大厦店),酒吧茶馆
华科高尔夫练习场,其他体育场馆
华凯莲香园,其他体育场馆
华凯花园,社区公园
华军软件园,产业园区
华居工业园,产业园区
华杰大厦,写字楼
华佳双语幼儿园-串串红青年歌舞团,其他休闲场馆
华佳美购物中心(前章村店),综合商场
华汇紫薇公园,社区公园
华辉购物中心,综合商场
华辉购物中心,综合商场
华恒桃李书刊发行有限公司,书店
华瀚文化,产业园区
华瀚商业中心,综合商场
华瀚商业中心,综合商场
华瀚龙门数字文化创意园,产业园区
华光商厦邻里购物中心(阜成路店),综合商场
华冠物流园区,产业园区
华冠天地(长阳店),综合商场
华冠生活购物广场(窦店),综合商场
华冠购物中心,综合商场
华冠购物中心,综合商场
华冠·欢乐城,综合商场
华宫阁清宫汉服亲子摄影馆(故宫店),其他休闲场馆
华府会馆,其他体育场馆
华福万家购物中心,综合商场
华福万家购物中心,综合商场
华福万家搏击俱乐部,体育俱乐部
华峰采摘园,其他休闲场馆
华丰企业园1期,产业园区
华丰企业园,产业园区
华方艺术中心,艺术中心
华尔轩台球,其他体育场馆
华尔森艺术空间,
华鼎文创园,产业园区
华电健身,其他体育场馆
华电集团高级培训中心,酒店
华电产业园,产业园区
华典艺恒培训中心,培训机构
华典伟业图书有限公司,书店
华灯1949私人影院,电影院
华春商场,综合商场
华创生活广场(众禾店),综合商场
华创生活广场(林萃路店),综合商场
华创生活广场(安立路店),综合商场
华创生活广场,综合商场
华创·多乐荟,综合商场
华晟跆拳道教育,其他体育场馆
华城小游园,游园
华城公园,游园
华诚网咖台球,其他体育场馆
华诚市场,集市市场
华诚商业,综合商场
华成文创园,产业园区
华臣国际影城石榴庄店,电影院
华茶荟,酒吧茶馆
华策影视,电影院
华餐会餐饮企业家俱乐部,体育俱乐部
华彩音乐艺术中心,培训机构
华彩美术馆,美术馆
华彩恐龙主题影城,电影院
华彩画廊,画廊
华彬庄园(水南路),其他体育场馆
华彬中心城市俱乐部,体育俱乐部
华彬生态园滑雪场,其他体育场馆
华彬生态园,产业园区
华彬马会,其他体育场馆
华彬国际高尔夫俱乐部,体育俱乐部
华彬歌剧院,剧场
华彬高尔夫庄园,其他体育场馆
华彬费尔蒙酒店金樽酒廊,酒吧茶馆
华彬冰雪运动公园,其他体育场馆
华表商场,综合商场
华表高尔夫培训中心,培训机构
华北游泳健身中心,其他体育场馆
华北区定制酒北京运营接待中心,其他休闲场馆
华北培训中心,培训机构
华北京华茂四季农业科技标准化示范基地,其他休闲场馆
华北电力大学足球场,其他体育场馆
华北电力大学学业指导中心,培训机构
华北电力大学-图书馆,其他休闲场馆
华北电力大学篮球馆,其他体育场馆
华北电力大学篮球场,其他体育场馆
华北电力大学科技园孵化楼,产业园区
华北电力大学国家大学科技园,产业园区
华北电力大学工程实践中心,培训机构
华北电力大学电厂实践教学中心,培训机构
华北电力大学-大学生综合服务中心,培训机构
华北电力大学大学生活动中心,培训机构
华北电力大学MPA教育中心,培训机构
华北宾馆-乒乓球室,其他体育场馆
华保草莓采摘园,其他休闲场馆
华宝俱乐部羽毛球馆,体育俱乐部
华奥学校,学校
华奥佰剧坊之绿野仙踪,剧场
椛期·轰趴馆,其他休闲场馆
花中乐休闲健身中心(暂停营业),其他体育场馆
花之舞广场,城市广场
花之广场,城市广场
花之阁花艺中心,集市市场
花招Maneuver 剧本杀·狼人杀·桌游娱乐推理馆,其他休闲场馆
花韵丁香茶吧,酒吧茶馆
花悦·高端主题休闲定制影院(望京soho麒麟社店),电影院
花园实况足球俱乐部,体育俱乐部
花园社区科普文体活动中心,其他休闲场馆
花园社区科普图书室,其他休闲场馆
花园路社区居民活动中心,其他休闲场馆
花园路街道综合文化中心,文化活动中心（街道）
花园路街道综合文化活动中心,其他休闲场馆
花园路街道市民活动中心,其他休闲场馆
花园路街道办事处残疾人培训中心,培训机构
花园路百货商场,综合商场
花园楼社区阅览室,其他休闲场馆
花园楼社区活动室,其他休闲场馆
花园里,产业园区
花园广场,城市广场
花园饭店-网球场,其他体育场馆
花园村社区文体活动中心,其他休闲场馆
花园茶舍,酒吧茶馆
花语艺术中心,培训机构
花语•茶空间,酒吧茶馆
花游,其他休闲场馆
花印体验店,集市市场
花艺设计·下午茶咖,咖啡厅
花漾年滑冰场溜冰场·新奥冰工厂,其他体育场馆
花漾年滑冰场溜冰场·锦荟港冰工厂,其他体育场馆
花漾咖啡(首都国际机场六号店),咖啡厅
花漾咖啡,咖啡厅
花样年华游泳馆,其他体育场馆
花样年华,酒吧茶馆
花想容古装店,其他休闲场馆
花香四溢茶庄,酒吧茶馆
花香盛世威尔夏足球场,其他体育场馆
花香盛世青少年体育(华业球馆),其他体育场馆
花香盛世篮球馆,其他体育场馆
花香盛世国际体育羽毛球馆,其他体育场馆
花香盛世国际体育篮球羽毛球训练营(北土城训练基地),其他体育场馆
花香盛世国际体育篮球馆,其他体育场馆
花香盛世北土城篮球馆,其他体育场馆
花香篮球馆(大兴TSC运动中心店),其他体育场馆
花乡新发地电商产业园,产业园区
花乡特色花卉公园,社区公园
花乡青旅科创园,产业园区
花乡姐妹林,其他休闲场馆
花乡街道综合文化中心,文化活动中心（街道）
花乡花卉市场,集市市场
花乡奥莱村,综合商场
花喜国潮主题自拍私人影院(合生汇店),电影院
花熙堂轰趴·团建(房山总店),其他休闲场馆
花溪庄园,其他休闲场馆
花溪闲居农家乐,其他休闲场馆
花溪农场,其他休闲场馆
花溪间精品木屋轰趴馆,其他休闲场馆
花溪灯阵广场,城市广场
花西文化广场,城市广场
花甜里·花艺烘焙馆,其他休闲场馆
花田喜茶,其他休闲场馆
花堂瑜伽,其他体育场馆
花塔罗FlowersTarot(朝阳大悦城店),其他休闲场馆
花树小院,其他休闲场馆
花市火神庙,其他户外景区
花时间咖啡馆,咖啡厅
花诗苑桌游游戏体验馆,其他休闲场馆
花笙酒迹CHLOE,酒吧茶馆
花笙花艺(优士阁大厦店),其他休闲场馆
花神精酿(祥云小镇店),酒吧茶馆
花神街喜庆文化创意园区,产业园区
花神公馆,其他休闲场馆
花舍咖啡(广渠门店),咖啡厅
花舍咖啡(广渠门店),咖啡厅
花舍咖啡(广渠门店),咖啡厅
花舍咖啡(广渠门店),咖啡厅
花尚晓酌,咖啡厅
花崎は·JK·助教·剧情·体验馆,其他休闲场馆
花圃广场,城市广场
花鸟鱼市场,集市市场
花鸟鱼虫大厅,集市市场
花木屾房植物派对·花园轰趴·求婚场地,其他休闲场馆
花木屾房·甜品下午茶(朝阳路店),咖啡厅
花木屾房·空间场地租赁,其他休闲场馆
花磨坊别墅轰趴,其他休闲场馆
花茂轰趴·剧本杀,其他休闲场馆
花满兮鲜花店,其他零售商店
花满楼鲜花主题茶艺会所,酒吧茶馆
花露蝴蝶园,其他休闲场馆
花礼集,咖啡厅
花浪漫Space·互动馆,其他休闲场馆
花开影视,电影院
花开艺术茶舍,酒吧茶馆
花开咖啡,咖啡厅
花聚茶舍(西二旗店),酒吧茶馆
花聚茶舍(四季青店),酒吧茶馆
花聚茶舍(建国门店),酒吧茶馆
花聚茶舍,酒吧茶馆
花酒间 艺术茶酒吧,酒吧茶馆
花径渡咖啡厅(金融谷店),咖啡厅
花涧精酿鲜啤吧,酒吧茶馆
花涧故里团建聚会轰趴馆,其他休闲场馆
花涧故里酒吧,酒吧茶馆
花间驻咖啡·精酿啤酒,咖啡厅
花间喜舍,酒吧茶馆
花间禅净瑜伽朗清园店,其他体育场馆
花间茶味,酒吧茶馆
花家地西里文化广场,城市广场
花家地社区文化广场,城市广场
花家地,其他户外景区
花季星轮迷你四驱车,其他休闲场馆
花火酒吧(后海店),酒吧茶馆
花卉观赏鱼淘宝市场,集市市场
花卉北京·草场,其他休闲场馆
花花托育素质拓展中心,其他体育场馆
花花台球厅,其他体育场馆
花花世界多肉草莓采摘园,其他休闲场馆
花果山采摘园,其他休闲场馆
花谷广场,城市广场
花伽yoga,其他体育场馆
花飞蝶舞公园,游园
花房里的DIY,其他休闲场馆
花而筱苑狼人杀馆,其他休闲场馆
花而小酒馆,酒吧茶馆
花而深夜小酒馆,酒吧茶馆
花儿·茶空间,酒吧茶馆
花博会主题公园,专类公园
花·健身综合私教工作室(保利店),其他体育场馆
北京西区剧场,剧场
护国新天地,综合商场
户外篮球场,其他体育场馆
户尔空间（北京）,
户尔空间,其他休闲场馆
互燃健身HOOAHFITNESS,其他体育场馆
互联网十社区文化活动中心,其他休闲场馆
互联网十创新园,产业园区
互联网金融产业园,产业园区
互联网公园,游园
互动时代(乐成中心B座店),其他休闲场馆
琥珀天地,写字楼
琥珀酒铺(立水桥店),酒吧茶馆
琥珀精酿 Amber craft beer,酒吧茶馆
虎卓越培训北京中心,培训机构
虎仔冰球俱乐部沙河基地,体育俱乐部
虎仔冰球俱乐部(西三旗店),体育俱乐部
虎跃堂散打泰拳格斗搏击馆(魏公村店),其他体育场馆
虎跃堂散打泰拳格斗搏击馆,其他体育场馆
虎跃堂散打泰拳防身(百环家园店),其他体育场馆
虎跃堂散打泰拳,其他体育场馆
虎跃堂格斗健身(大悦城店),其他体育场馆
虎跃堂搏击俱乐部,体育俱乐部
虎跃堂(通州九棵树店),其他体育场馆
虎跃堂(体育大学店),其他体育场馆
虎峪自然风景区,其他户外景区
虎峪园林山庄-球类馆,其他体育场馆
虎峪园林山庄-保龄球馆,其他体育场馆
虎峪健身中心,其他体育场馆
虎峪自然风景区,其他户外景区
虎啸堂跆拳道散打俱乐部(金汉店),体育俱乐部
虎啸堂跆拳道散打俱乐部(国泰宏城店),体育俱乐部
虎威天下艺体类教育综合体孵化中心,培训机构
虎头山,其他户外景区
虎鲨格斗,其他体育场馆
虎坊路游园,游园
虎坊路社区星光老年之家,其他休闲场馆
虎坊路百货商场,综合商场
虎贲俱乐部,体育俱乐部
蝴蝶泉,其他休闲场馆
蝴蝶谷观景台,其他户外景区
湖湾酒店,酒店
湖山小榭,其他休闲场馆
湖畔小院·轰趴·团建·真人cs(圆明园店),其他休闲场馆
湖畔墅生活,其他休闲场馆
湖畔人家,其他休闲场馆
湖南大厦-大堂吧,酒吧茶馆
湖南大厦,酒店
湖广会馆大戏楼,其他演出场馆
湖广会馆,剧场
湖歌·湖边的轰趴馆,其他休闲场馆
湖边草书店,书店
湖北大厦,酒店
葫芦丝培训中心,培训机构
葫芦垡工业区,产业园区
斛生记茶馆,酒吧茶馆
壶韵茶香(格调茶城店),酒吧茶馆
壶韵茶情·精品茶店,酒吧茶馆
壶噜噜coffee,咖啡厅
壶里湖外,酒吧茶馆
壶口瀑布,其他户外景区
胡正雄百货,综合商场
胡同文化馆社区青年汇,工人文化宫
胡同儿休闲小院,其他休闲场馆
胡同儿派,咖啡厅
胡同博物馆,博物馆
胡桃哩酒吧(公益西桥店),酒吧茶馆
胡里京调聚会团建会议文化体验,其他休闲场馆
胡里工坊 艺术DIY·下午茶,其他休闲场馆
胡来·棋牌娱乐,其他休闲场馆
胡家垡篮球场,其他体育场馆
胡工有机农场,其他休闲场馆
弧线乒乓(富力城店),其他体育场馆
弧线乒乓,其他体育场馆
弧光影视文化产业园,产业园区
狐啤精酿柒号小酒馆,酒吧茶馆
狐狸轰趴馆·K歌棋牌桌游Xbox(朝阳大悦城店),其他休闲场馆
狐狸轰趴馆,其他休闲场馆
呼啸山庄生态园,其他休闲场馆
呼啸山庄狼人·剧本·桌游,其他休闲场馆
呼吸者文化31STUDIO,其他休闲场馆
呼吸瑜伽生活馆,其他体育场馆
呼吸沉浸式剧场,其他休闲场馆
呼吸·沉浸式剧场(朝阳大悦城店),其他休闲场馆
呼家楼文化活动中心,其他休闲场馆
呼家楼街道综合文化中心,文化活动中心（街道）
呼贝商城旗舰店,综合商场
乎乎生活吧·DIY蛋糕烘焙,其他休闲场馆
候鸟空间（北京）,
候鸟咖啡(前门店),咖啡厅
候鸟咖啡(南锣店),咖啡厅
候鸟咖啡(故宫店),咖啡厅
逅来全息光影·私人影院(双井国贸店),电影院
逅来·私人影院(百子湾店),电影院
厚院儿·四合院轰趴馆(顺义店),其他休闲场馆
厚院儿·四合院轰趴馆(大兴店),其他休闲场馆
厚院茶楼,酒吧茶馆
厚生隆茶庄,酒吧茶馆
厚睿儿童教育中心,培训机构
厚美茶空间,酒吧茶馆
厚德缘文化交流中心,其他休闲场馆
厚德福茶庄(马连道店),酒吧茶馆
厚德菲斯健身俱乐部,体育俱乐部
厚德茶寮,酒吧茶馆
后院客厅,酒吧茶馆
后院儿露营花园,其他休闲场馆
后元化生态采摘园,其他休闲场馆
后印象派,酒吧茶馆
后银子村文化活动中心,其他休闲场馆
后晏子村文化活动中心,其他休闲场馆
后疃市场,集市市场
后天艺术空间,
后台backstage,酒吧茶馆
后时代广场(梦秀欢乐广场店),综合商场
后沙峪农场,其他休闲场馆
后沙峪镇罗马湖公园,其他户外景区
后沙峪开发区,产业园区
后桥梓文化广场公园,社区公园
后庙果园,其他休闲场馆
后鲁村文体中心,其他休闲场馆
后柳琉璃DIY手工坊,其他休闲场馆
后浪咖啡,咖啡厅
后街艺术工厂,
后街台球俱乐部,体育俱乐部
后街精酿酒馆,酒吧茶馆
后尖平党建文化广场,城市广场
后黑龙庙村有机葡萄采摘园,其他休闲场馆
后河左舍·轰趴民宿,其他休闲场馆
后河沿清真寺,清真寺
后河套公园,生态公园
后海音乐酒馆(石景山店),酒吧茶馆
后海音乐BAR(天与地2号店),酒吧茶馆
后海音乐(1号店),酒吧茶馆
后海西沿社区科普活动室,其他休闲场馆
后海溸影茶室,酒吧茶馆
后海时光酒吧,酒吧茶馆
后海三人行清吧,酒吧茶馆
后海览悦,其他休闲场馆
后海5号,酒吧茶馆
后海,其他户外景区
后宫·游戏剧情互动club,其他休闲场馆
后店村文化娱乐中心,其他休闲场馆
后村茶馆,酒吧茶馆
后厨时代美食广场,城市广场
后白虎涧村文化大院,其他休闲场馆
后白虎涧村采摘园,其他休闲场馆
后白虎涧半闲庐,其他休闲场馆
后安定集市,集市市场
猴山市场,集市市场
侯庄子永安社区活动中心,其他休闲场馆
侯庄子文化活动中心,其他休闲场馆
侯庄子村文化活动中心,其他休闲场馆
侯占军采摘园,其他休闲场馆
侯氏樱桃采摘园,其他休闲场馆
侯家峪桃园,其他休闲场馆
侯家峪大桃采摘园,其他休闲场馆
鸿致乒乓(海淀五道口分校区),其他体育场馆
鸿志聚才书屋,书店
鸿志茶荘(北京马连道茶城店),酒吧茶馆
鸿芷书房,书店
鸿运樱桃采摘园,其他休闲场馆
鸿运武馆,其他体育场馆
鸿运旺源旧货市场,集市市场
鸿运汽车俱乐部,体育俱乐部
鸿运凤霞文化交流中心,其他休闲场馆
鸿运茶舍,酒吧茶馆
鸿越迈斯体育室内篮球馆,其他体育场馆
鸿煜茶庄(祥和珠宝古玩城店),酒吧茶馆
鸿洋万城创新科技文化园,产业园区
鸿杨树农家乐烙糕宴,其他休闲场馆
鸿燕茶馨,酒吧茶馆
鸿星尔克 新街口新华百货店,综合商场
鸿星尔克 龙旗购物中心店,综合商场
鸿新华歌舞厅,其他休闲场馆
鸿禧嘉慧禅茶空间,酒吧茶馆
鸿禧高尔夫练习场,其他体育场馆
鸿喜庄园,其他休闲场馆
鸿武佳奇跆拳道,其他体育场馆
鸿文书局,书店
鸿伟山庄,其他休闲场馆
鸿泰耀蓝运动综合馆,其他体育场馆
鸿升兴丰茶庄(世嘉光织谷东区店),酒吧茶馆
鸿瑞汽车俱乐部,体育俱乐部
鸿儒台球俱乐部,体育俱乐部
鸿如轩,酒吧茶馆
鸿茗轩茶馆(金泰大厦店),酒吧茶馆
鸿盟战钓友俱乐部,体育俱乐部
鸿蒙密室逃脱(天创店),其他休闲场馆
鸿蒙密室逃脱(泰鹏店),其他休闲场馆
鸿蒙国际跆拳道馆,其他体育场馆
鸿美花园中心,其他休闲场馆
鸿坤曦望山游泳馆,其他体育场馆
鸿坤美术馆,美术馆
鸿坤国际生物医药园,产业园区
鸿坤国际大酒店-游泳馆,其他体育场馆
鸿坤广场抓娃娃机,其他休闲场馆
鸿坤广场,综合商场
鸿坤产业生物医药谷,产业园区
鸿坤产业金融谷,产业园区
鸿坤产业国际生物医药园,产业园区
鸿坤Tai商城,综合商场
鸿坤·金融谷南区,产业园区
鸿坤·金融谷北区(建设中),产业园区
鸿金龙垂钓园,其他休闲场馆
鸿健身工作室(西平庄店),其他体育场馆
鸿健身工作室,其他体育场馆
鸿华高尔夫练习场C场,其他体育场馆
鸿华高尔夫练习场,其他体育场馆
鸿豪商业中心,综合商场
鸿豪商业中心,综合商场
鸿海桌球室,其他体育场馆
鸿福缘农家院,其他休闲场馆
鸿福茶楼·会议·茶空间(和平里店),酒吧茶馆
鸿福百货,综合商场
鸿飞苹果釆摘园,其他休闲场馆
鸿鼎园健身休闲,其他体育场馆
鸿达助康中心,培训机构
鸿达草莓采摘园,其他休闲场馆
鸿晟乒乓球俱乐部,体育俱乐部
鸿博游泳健身俱乐部,体育俱乐部
鸿博休闲广场,城市广场
鸿博武道馆,其他体育场馆
鸿博郊野公园,专类公园
鸿蚌产业智谷,产业园区
紅莊里CLUB桌游团建轰趴,其他休闲场馆
紅螺成誠小院,其他休闲场馆
洪运水乡,其他休闲场馆
洪壹堂,其他休闲场馆
洪泰产业社区·国展智园,产业园区
洪泰产业社区(国基智园),产业园区
洪泰产业社区,产业园区
洪寺文体中心,其他休闲场馆
洪盛文创,酒吧茶馆
洪华樱桃采摘园,其他休闲场馆
洪福樱桃采摘园,其他休闲场馆
洪福休闲采摘园,其他休闲场馆
洪芳采摘园,其他休闲场馆
虹苑22号轰趴,其他休闲场馆
虹墙艺术画廊,其他休闲场馆
虹霓街,综合商场
泓韵阁茶楼棋牌室(朝阳路店),其他休闲场馆
泓源健身馆,其他体育场馆
泓艺术空间,
泓宣茶秀,酒吧茶馆
泓文博雅文化创意产业基地,产业园区
泓霖有机果蔬观光采摘基地,其他休闲场馆
泓赫草莓采摘园,其他休闲场馆
泓灏阁,酒吧茶馆
泓丰茶楼(丽泽景园店),酒吧茶馆
宏运茶楼,酒吧茶馆
宏远天然商务园,产业园区
宏远茶楼,酒吧茶馆
宏源博航乒乓球综合馆,其他体育场馆
宏英福枣园,其他休闲场馆
宏艺术中心,
宏兴万顺厨具商城,综合商场
宏鑫源6号院,其他休闲场馆
宏鑫商城,综合商场
宏小熊(北京乐多港万达广场店),其他休闲场馆
宏象武道,其他体育场馆
宏象跆拳道(北杨洼馆),其他体育场馆
宏翔鸿企业孵化器E座,产业园区
宏翔鸿科技孵化基地,产业园区
宏武国术馆,其他体育场馆
宏武道馆,其他体育场馆
宏兔体育篮球训练营(京物大厦基地),其他体育场馆
宏兔篮球馆,其他体育场馆
宏桐桐观光农业园,其他休闲场馆
宏塔公园,社区公园
宏顺摩托车汽车培训中心,培训机构
宏启农庄,其他休闲场馆
宏民棋牌室,其他休闲场馆
宏琳盛垂钓园,其他休闲场馆
宏力茶庄(昌平总店),酒吧茶馆
宏力茶庄,酒吧茶馆
宏宏草莓采摘,其他休闲场馆
宏福苑社区乒乓球俱乐部,体育俱乐部
宏福农业,其他休闲场馆
宏福科技园(郑平路),产业园区
宏福国际创新中心,产业园区
宏福茶室,酒吧茶馆
宏飞台球会馆,其他休闲场馆
宏飞台球,其他体育场馆
宏大园社区支部委员会,其他休闲场馆
宏达三鼎工业区,产业园区
宏达利德,产业园区
宏达昊康俱乐部,体育俱乐部
宏达工业园7号楼,产业园区
宏达工业园6号楼,产业园区
宏达工业园,产业园区
宏昌竣羽毛球馆,其他体育场馆
宏博跆拳道空手道,其他体育场馆
宏博跆拳道(火神庙国际商业中心店),其他体育场馆
宏宝堂,
宏奥文体,其他体育场馆
宏奥万达仿真冰场(石景山万达店),其他体育场馆
宏Club(首城国际店),其他休闲场馆
宏CLUB,其他体育场馆
闳约当代艺术中心,
红鳟一条沟山里人农家院,其他休闲场馆
红樽坊,其他零售商店
红庄·国际文化保税创新园,产业园区
红庄,产业园区
红砖美术馆,美术馆
红砖广场,城市广场
红砖美术馆,美术馆
红云健身,其他体育场馆
红院农家院,其他休闲场馆
红垣特卫训练基地,其他户外景区
红羽草莓园,其他休闲场馆
红与白Pinot&Chard,酒吧茶馆
红瑜伽生活馆,其他体育场馆
红瑜伽馆(十里河店),其他体育场馆
红又甜樱桃采摘园,其他休闲场馆
红鹰跆拳道道馆,其他体育场馆
红樱桃园艺场,其他休闲场馆
红樱桃山庄,其他休闲场馆
红英小学体育场,其他体育场馆
红逸茶艺,酒吧茶馆
红艺堂(雍和宫店),酒吧茶馆
红叶拾楠CAFE&BAR,酒吧茶馆
红叶马术俱乐部,体育俱乐部
红燕樱桃园,其他休闲场馆
红艳樱桃采摘园,其他休闲场馆
红颜草莓农场直销,其他休闲场馆
红颜草莓采摘,其他休闲场馆
红杏园农家院,其他休闲场馆
红杏采摘,其他休闲场馆
红星中朝友好农场,其他休闲场馆
红星太平洋影城太阳宫店,电影院
红星书店,书店
